libelle;libelle_complet;mot_directeur;voie_tenante;voie_aboutissante;commune;code_insee;sti;rivoli
RUE LEON PAUL FIQUET;Rue Léon-Paul Fiquet;FIQUET;;;TOULOUSE;31555;315558436405;3105555159U
ALL DE LA CRAU;Allée de la Crau;CRAU;;;COLOMIERS;31149;311490000138;3101490441F
RUE DE BOURGOGNE;Rue de Bourgogne;BOURGOGNE;;;BLAGNAC;31069;310690000064;3100690143E
IMP RAMEL;Impasse Ramel;RAMEL;;;TOULOUSE;31555;315555715258;3105557256Y
IMP RENE CABAU;Impasse Rene Cabau;CABAU;;;TOULOUSE;31555;315559000015;3105557399D
RUE DU GENERAL DE GAULLE;Rue du Général de Gaulle;GAULLE;;;CORNEBARRIEU;31150;311500000066;3101500005C
RUE MARCEL PAGNOL;Rue Marcel Pagnol;PAGNOL;;;TOURNEFEUILLE;31557;315570000331;3105572550Z
RUE DIDEROT;Rue Diderot;DIDEROT;;;LAUNAGUET;31282;312820000044;3102820103K
IMP DES TOURNESOLS;Impasse des Tournesols;TOURNESOLS;;;QUINT;31445;314450000121;3104450424A
PAS JEAN LAPAYRE;Passage Jean Lapayre;LAPAYRE;;;TOULOUSE;31555;315558426427;3105554603P
RUE DES BLEUETS;Rue des Bleuets;BLEUETS;;;BEAUZELLE;31056;310560000013;3100560016Y
IMP DU MONT D OLMES;Impasse du Mont d'Olmes;OLMES;;;PIBRAC;31417;314170000189;3104170279P
RUE DE LA PRADELLE;Rue de la Pradelle;PRADELLE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000163;3105061030U
RUE DES ALOUETTES;Rue des Alouettes;ALOUETTES;;;ST-ALBAN;31467;314670000010;3104670030B
CHE DE NIBOUL;Chemin de Niboul;NIBOUL;;;TOULOUSE;31555;315554931226;3105556260R
IMP DE VILLENOUVELLE;Impasse de Villenouvelle;VILLENOUVELLE;;;CUGNAUX;31157;311570000239;3101570753K
CHE RURAL DE LAS COSTOS;Chemin Rural de Las Costos;COSTOS;;;PIBRAC;31417;314170000070;310417
RUE DOMINIQUE INGRES;Rue Dominique Ingres;INGRES;;;TOULOUSE;31555;315553529644;3105554328R
IMP ALEXANDRE DUMAS;Impasse Alexandre Dumas;DUMAS;;;VILLENEUVE-TOLOSANE;31588;315880000062;3105880026W
PL BENOIT ARZAC;Place Benoît Arzac;ARZAC;;;TOULOUSE;31555;315550316804;3105550564Z
TRA DES EUCALYPTUS;Traverse des Eucalyptus;EUCALYPTUS;;;CORNEBARRIEU;31150;311500000166;310150
RUE FROIDETERRE;Rue Froideterre;FROIDETERRE;;;TOULOUSE;31555;315552995203;3105553612M
RUE DU PR GASTON ASTRE;Rue du Professeur Gaston Astre;ASTRE;;;TOULOUSE;31555;315558369202;3105557139W
RUE SAINT BERNARD;Rue Saint Bernard;BERNARD;;;TOULOUSE;31555;315556140850;3105557716Y
RUE ANDRE CHENIER;Rue André Chenier;CHENIER;;;TOULOUSE;31555;315551721620;3105550300M
RUE DIEUDONNE COSTES;Rue Dieudonné Costes;COSTES;;;BLAGNAC;31069;310690000120;3100690264L
RUE JACQUES LABATUT;Rue Jacques Labatut;LABATUT;;;TOULOUSE;31555;315553724846;3105554416L
PL INTER. ROLAND GARROS;Place Intérieure Roland Garros;GARROS;;;TOULOUSE;31555;315558397238;3105554334X
CHE DU VIGNE;Chemin Du Vigné;VIGNE;;;SAINT-JORY;31490;314900000068;310490B118D
RUE CHATEAUBRIAND;Rue Chateaubriand;CHATEAUBRIAND;;;TOULOUSE;31555;315551689605;3105551984T
CHE DU MOULIN;Chemin Du Moulin;MOULIN;;;MONS;31355;313550000041;3103550027K
PL DE ROALDES DU BOURG;Place de Roaldès du Bourg;BOURG;;;SEILH;31541;315410000011;3105410120C
RUE DE TAHITI;Rue de Tahiti;TAHITI;;;TOULOUSE;31555;315556752054;3105558372L
ESP JEAN DIEUZAIDE;Esplanade Jean Dieuzaide;DIEUZAIDE;;;TOULOUSE;31555;315559000043;3105554553K
RUE JEAN MONNET;Rue Jean Monnet;MONNET;;;ST-JEAN;31488;314880000158;3104880351J
SQ DU PUYMORENS;Square du Puymorens;PUYMORENS;;;PIBRAC;31417;314170000150;3104170354W
BD GABRIEL KOENIGS;Boulevard Gabriel Koenigs;KOENIGS;;;TOULOUSE;31555;315553712032;3105553652F
IMP FRANCOIS LUCAS;Impasse François Lucas;LUCAS;;;TOULOUSE;31555;315558437313;3105553522P
RUE DES MARRONNIERS;Rue des Marronniers;MARRONNIERS;;;FONBEAUZARD;31186;311860000031;3101860100Z
IMP PIERRE LATECOERE;Impasse Pierre Latécoère;LATECOERE;;;ST-ALBAN;31467;314670000078;3104670364P
CHEM JEAN WIENER;Cheminement Jean Wiener;WIENER;;;TOULOUSE;31555;315558409950;3105554677V
AV D AQUITAINE;Avenue d'Aquitaine;AQUITAINE;;;QUINT;31445;314450000004;3104450040H
RUE ANTOINE DARQUIER;Rue Antoine Darquier;DARQUIER;;;TOULOUSE;31555;315552153609;3105552504H
CHE DE TUCAUT;Chemin de Tucaut;TUCAUT;;;TOULOUSE;31555;315556995248;3105558624K
PL ROBERT CASTELLO;Place Robert Castello;CASTELLO;;;SEILH;31541;315410000075;3105410122E
CHE DE NOVITAL;Chemin De Novital;NOVITAL;;;LESPINASSE;31293;312930000071;3102930162B
AV DE LA ROSERAIE;Avenue de la Roseraie;ROSERAIE;;;TOULOUSE;31555;315556025655;3105557624Y
RUE DE LA LUZERNE;Rue de la Luzerne;LUZERNE;;;CASTELGINEST;31116;311160000110;3101160640R
RTE DE GAGNAC;Route de Gagnac;GAGNAC;;;GAGNAC-SUR-GARONNE;31205;312050000027;310205
IMP PEYRANDRIEU;Impasse Peyrandrieu;PEYRANDRIEU;;;CASTELGINEST;31116;311160000146;3101160831Y
RUE DE GASCOGNE;Rue de Gascogne;GASCOGNE;;;CUGNAUX;31157;311570000102;3101570320P
RUE ROSSIGNOL;Rue Rossignol;ROSSIGNOL;;;TOULOUSE;31555;315556035225;3105557640R
RUE JEAN D ALEMBERT;Rue Jean d'Alembert;ALEMBERT;;;CUGNAUX;31157;311570000008;3101571185E
RUE JEAN DAUSSET;Rue Jean Dausset;DAUSSET;;;TOULOUSE;31555;315559000187;3105554617E
RUE DES POTIERS;Rue des Potiers;POTIERS;;;TOULOUSE;31555;315555516832;3105557040N
RUE DE LA LAQUE;Rue de la Laque;LAQUE;;;FENOUILLET;31182;311820000055;3101820250E
PL DOMINIQUE MARTIN DUPUY;Place Dominique Martin Dupuy;DUPUY;;;TOULOUSE;31555;315552483207;3105552828K
AV DU LAC;Avenue du Lac;LAC;;;FLOURENS;31184;311840000009;3101840170J
CHE DE LA VITARELLE;Chemin de la Vitarelle;VITARELLE;;;MONDONVILLE;31351;313510000085;3103510045X
RUE DU COLOMBIER;Rue Du Colombier;COLOMBIER;;;DREMIL-LAFAGE;31163;311630000047;3101630062H
RUE DES CAPITOULS;Rue des Capitouls;CAPITOULS;;;TOURNEFEUILLE;31557;315570000086;3105571080B
RUE DU DOCTEUR MATEO;Rue du Docteur Matéo;MATEO;;;CASTELGINEST;31116;311160000120;3101160340P
CHE DU CAOUSSE;Chemin du Caousse;CAOUSSE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000217;3105060503W
ALL EUGENE LEROY;Allée Eugène Leroy;LEROY;;;COLOMIERS;31149;311490000247;3101490451S
CHE DE RISPET;Chemin de Rispet;RISPET;;;TOULOUSE;31555;315555929610;3105557504T
AV HECTOR BERLIOZ;Avenue Hector Berlioz;BERLIOZ;;;BLAGNAC;31069;310690000047;3100690458X
IMP DES BERGERONNETTES;Impasse des Bergeronnettes;BERGERONNETTES;;;BLAGNAC;31069;310690000046;3100690121F
RUE DE KIEV;Rue de Kiev;KIEV;;;TOULOUSE;31555;315553705635;3105554857R
RUE GEORGES GUYNEMER;Rue Georges Guynemer;GUYNEMER;;;TOURNEFEUILLE;31557;315570000219;3105571870K
RUE DES VIOLETTES;Rue des Violettes;VIOLETTES;;;TOULOUSE;31555;315557280027;3105558908U
SQ DE L AUBE;Square de l'Aube;AUBE;;;PIBRAC;31417;314170000194;3104170016D
ALL DES SPORTS;Allée des Sports;SPORTS;;;TOURNEFEUILLE;31557;315570000416;3105573390M
RUE DES PINS;Rue des Pins;PINS;;;UNION;31561;315610000219;3105610625P
CHE DE VALLESVILLES;Chemin de Vallesvilles;VALLESVILLES;;;DREMIL-LAFAGE;31163;311630000085;3101630346S
RUE PAUL DECAMPS;Rue Paul Decamps;DECAMPS;;;TOULOUSE;31555;315552185624;3105556605R
RUE DES BORDETTES;Rue des Bordettes;BORDETTES;;;CASTELGINEST;31116;311160000025;3101160160U
SQ DES VITARELLES;Square Des Vitarelles;VITARELLES;;;LESPINASSE;31293;312930000031;3102930222S
AV DES AMETHYSTES;Avenue des Améthystes;AMETHYSTES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000008;3105060370B
IMP DU MARCHE GARE;Impasse du Marché Gare;GARE;;;TOULOUSE;31555;315558435660;3105555635L
IMP ALBERT CAMUS;Rue Albert Camus;CAMUS;;;AUCAMVILLE;31022;310220000035;3100220006K
RUE HENRI DE SAHUQUE;Rue Henri de Sahuque;SAHUQUE;;;TOULOUSE;31555;315556118405;3105554136G
RPT JEAN BAPTISTE LESPES;Rond-point Jean-Baptiste Lespes;LESPES;;;TOULOUSE;31555;315558434956;3105554495X
RUE DES SAULES;Rue des Saules;SAULES;;;CUGNAUX;31157;311570000210;3101570650Y
VA VA000098;Voie Anonyme Numéro 000098;;;;BALMA;31044;31044A000098;
RUE PAUL GAUGUIN;Rue Paul Gauguin;GAUGUIN;;;TOURNEFEUILLE;31557;315570000194;3105572920B
RUE PIERRE SEMARD;Rue Pierre Semard;SEMARD;;;ST-ALBAN;31467;314670000130;3104670370W
RPT DE LA VILLANELLE;Rond-point de la Villanelle;VILLANELLE;;;CORNEBARRIEU;31150;311500000155;310150
RPT DE BOSC;Rond-Point de Bosc;BOSC;;;BLAGNAC;31069;310690000061;3100690134V
PL DU LANGUEDOC;Place Du Languedoc;LANGUEDOC;;;MONS;31355;313550000015;3103550090D
RUE BELLOC CITE;Rue Belloc Cité;CITE;;;TOULOUSE;31555;315550755353;3105551028D
RUE DE PEYRET;Rue de Peyret;PEYRET;;;CORNEBARRIEU;31150;311500000099;3101500163Z
CHE DES ALBIGES;Chemin des Albiges;ALBIGES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000097;3105060330H
RUE DE LA BRIE;Rue de la Brie;BRIE;;;TOULOUSE;31555;315551187240;3105551420E
IMP DU LAVOIR;Impasse du Lavoir;LAVOIR;;;TOULOUSE;31555;315553993648;3105555120B
RUE THEODORE LENOTRE;Rue Théodore Lenotre;LENOTRE;;;TOULOUSE;31555;315554038406;3105558460G
CHE DE BORDENEUVE;Chemin de Bordeneuve;BORDENEUVE;;;MONDOUZIL;31352;313520000016;310352
CHE DE BELDOU;Chemin De Beldou;BELDOU;;;SAINT-JORY;31490;314900000037;3104900012G
RUE DES OISEAUX;Rue des Oiseaux;OISEAUX;;;TOULOUSE;31555;315555030444;3105556368H
RUE DES SAULES;Rue des Saules;SAULES;;;BLAGNAC;31069;310690000379;3100690993D
 D14C;D14c;D14C;;;ST-ALBAN;31467;314670000051;310467
RUE DU COMMERCE;Rue du Commerce;COMMERCE;;;AUCAMVILLE;31022;310220000051;3100220119H
IMP DES CHENES VERTS;Impasse des Chênes Verts;VERTS;;;CASTELGINEST;31116;311160000205;P31116
RUE DES TAMARIS;Rue des Tamaris;TAMARIS;;;VILLENEUVE-TOLOSANE;31588;315880000175;3105880834Z
RUE JEAN CHEVERRY;Rue Jean Cheverry;CHEVERRY;;;TOULOUSE;31555;315558402329;3105554541X
RUE VOLTAIRE;Rue Voltaire;VOLTAIRE;;;VILLENEUVE-TOLOSANE;31588;315880000193;3105880915M
BD DU GENERAL DE GAULLE;Boulevard du Général de Gaulle;GAULLE;;;COLOMIERS;31149;311490000200;3101490718G
ALL DE LA BAROUSSE;Allée de la Barousse;BAROUSSE;;;COLOMIERS;31149;311490000581;3101490131U
IMP DE BITET;Impasse de Bitet;BITET;;;TOULOUSE;31555;315558393259;3105551185Z
RUE BEDELIERES;Rue Bedelières;BEDELIERES;;;TOULOUSE;31555;315558413725;3105550973U
RUE PABLO PICASSO;Rue Pablo Picasso;PICASSO;;;TOURNEFEUILLE;31557;315570000361;3105572850A
RUE RENE CASSIN;Rue René Cassin;CASSIN;;;PIBRAC;31417;314170000050;3104170382B
RUE DU CHATEAU D EAU;Rue du Château d'Eau;EAU;;;BLAGNAC;31069;310690000145;3100690186B
VA VA000161;Voie Anonyme Numéro 000161;;;;COLOMIERS;31149;31149A000161;
CHE DE LA PUJOUANE;Chemin de la Pujouane;PUJOUANE;;;COLOMIERS;31149;311490000378;3101491048R
RUE POUDEPE;Rue Poudepé;POUDEPE;;;TOULOUSE;31555;315555520056;3105557044T
RUE EUGENE SICRE;Rue Eugène Sicre;SICRE;;;AUCAMVILLE;31022;310220000150;3100220130V
PASSERELLE GUY SERRA;Passerelle Guy Serra;SERRA;;;TOULOUSE;31555;315559000160;3105554081X
RUE CHARLES DE GAULLE;Rue Charles De Gaulle;GAULLE;;;ST-JEAN;31488;314880000095;3104880135Z
RUE DE LA NIVELLE;Rue de la Nivelle;NIVELLE;;;BEAUZELLE;31056;310560000075;3100560109Z
RUE DE LA SARTHE;Rue de la Sarthe;SARTHE;;;TOULOUSE;31555;315556508809;3105558156B
RUE RONSARD;Rue Ronsard;RONSARD;;;BLAGNAC;31069;310690000368;3100690802W
RUE JEAN PAUL LAURENS;Rue Jean-Paul Laurens;LAURENS;;;TOULOUSE;31555;315553964806;3105554624M
BD DES FONTANELLES;Boulevard des Fontanelles;FONTANELLES;;;UNION;31561;315610000097;3105610235R
IMP DARBOUSSIER;Impasse Darboussier;DARBOUSSIER;;;TOULOUSE;31555;315558378231;3105552485M
ALL DES ALBERES;Allée Des Albères;ALBERES;;;ST-JEAN;31488;314880000031;3104880020Z
RUE BAUDE;Rue Baude;BAUDE;;;PIBRAC;31417;314170000019;3104170023L
RUE ARAGO;Rue Arago;ARAGO;;;TOULOUSE;31555;315550211240;3105550416N
ALL DE LA QUILLANE;Allée de la Quillane;QUILLANE;;;COLOMIERS;31149;311490000385;3101491055Y
ALL LOUISE DE BETTIGNIES;Allée Louise de Bettignies;BETTIGNIES;;;COLOMIERS;31149;311490000566;3101490804A
VA VA000024;Voie Anonyme Numéro 000024;;;;BEAUPUY;31053;31053A000024;310053
CHE DE LA PIGNOLLE;Chemin De La Pignolle;PIGNOLLE;;;SAINT-JORY;31490;314900000082;3104900155M
ALL DU BREVENT;Allée du Brévent;BREVENT;;;COLOMIERS;31149;311490000078;3101490268T
IMP JEAN ALPHAND;Impasse Jean Alphand;ALPHAND;;;TOULOUSE;31555;315550115256;3105554472X
RUE TAINE;Rue Taine;TAINE;;;TOULOUSE;31555;315556758400;3105558376R
ALL DE LA CHENAIE;Allée de la Chênaie;CHENAIE;;;COLOMIERS;31149;311490000116;3101490355M
IMP GEORGES BRASSENS;Impasse Georges Brassens;BRASSENS;;;LAUNAGUET;31282;312820000125;3102820151M
RUE DU LANGUEDOC;Rue du Languedoc;LANGUEDOC;;;TOURNEFEUILLE;31557;315570000250;3105572340W
ALL DES ALOUETTES;Allée des Alouettes;ALOUETTES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000006;3105060350E
CAMINOT DEL CAPELAN;Caminot Del Capelan;CAPELAN;;;UNION;31561;315610000297;3105610209M
RUE DU POISSON;Rue du Poisson;POISSON;;;TOULOUSE;31555;315555459260;3105556976U
PL DU LIORAN;Place du Lioran;LIORAN;;;COLOMIERS;31149;311490000252;3101490761D
IMP DU VERGER;Impasse du Verger;VERGER;;;ST-ORENS-DE-GAMEVILLE;31506;315060000207;3105061296H
RUE DE PICARDIE;Rue de Picardie;PICARDIE;;;VILLENEUVE-TOLOSANE;31588;315880000138;3105880680G
RUE DU CANIGOU;Rue du Canigou;CANIGOU;;;BEAUZELLE;31056;310560000017;3100560017Z
IMP DE L ABBE NAUDIN;Impasse de l'Abbé Naudin;NAUDIN;;;TOULOUSE;31555;315558427131;3105550019G
RUE DU TANNERON;Rue du Tanneron;TANNERON;;;TOULOUSE;31555;315558418714;3105558389E
ALL DE CONCARNEAU;Allée de Concarneau;CONCARNEAU;;;COLOMIERS;31149;311490000125;3101490392C
RUE DES BOULBENES;Rue des Boulbènes;BOULBENES;;;VILLENEUVE-TOLOSANE;31588;315880000019;3105880128G
CHE DU MANEL;Chemin du Manel;MANEL;;;TOULOUSE;31555;315554326419;3105555564J
IMP DES GLYCINES;Impasse des Glycines;GLYCINES;;;ST-ALBAN;31467;314670000068;3104670441Y
PL DU PROFESSEUR MARQUES;Place du Professeur Marques;MARQUES;;;TOULOUSE;31555;315558383934;3105556789R
IMP DES CAPUCINES;Impasse des Capucines;CAPUCINES;;;FONBEAUZARD;31186;311860000012;3101860030Y
CHE DU PONT DE RUPE;Chemin du Pont de Rupe;RUPE;;;TOULOUSE;31555;315555491214;3105556996R
RUE JACQUES BREL;Rue Jacques Brel;BREL;;;SAINT-JORY;31490;314900000113;3104900091T
RUE ABBE PIERRE;Rue Abbé Pierre;PIERRE;;;BALMA;31044;310440000207;3100440009T
VA VA002425;Voie Anonyme Numéro 002425;;;;TOULOUSE;31555;31555A002425;310555
PL DU SALIN;Place du Salin;SALIN;;;TOULOUSE;31555;315556454410;3105558116H
IMP DU RUISSEAU;Impasse du Ruisseau;RUISSEAU;;;CORNEBARRIEU;31150;311500000119;3101500176N
CHE DE CAILLOU GRIS;Chemin de Caillou Gris;GRIS;;;CORNEBARRIEU;31150;311500000031;3101500021V
RPT MAURICE RIBIS;Rond-point Maurice Ribis;RIBIS;;;TOULOUSE;31555;315559000080;3105555813E
CHE AUGUSTE GRATIAN;Chemin Auguste Gratian;GRATIAN;;;AUCAMVILLE;31022;310220000079;3100220030L
RUE DE LA MADELEINE;Rue de la Madeleine;MADELEINE;;;TOULOUSE;31555;315554252819;3105555488B
RUE DU LOT;Rue du Lot;LOT;;;TOULOUSE;31555;315554195247;3105555340R
IMP MARIE CURIE;Impasse Marie Curie;CURIE;;;COLOMIERS;31149;311490000145;3101490777W
IMP DU TIRONDET;Impasse du Tirondet;TIRONDET;;;QUINT;31445;314450000119;3104450420W
RUE DES MONTS DE L AUBRAC;Rue des Monts de l'Aubrac;AUBRAC;;;UNION;31561;315610000030;3105610440N
CHE DE BURTHE;Chemin De Burthe;BURTHE;;;SAINT-JORY;31490;314900000016;3104900019P
CHEM ANDRE ARBUS;Cheminement André Arbus;ARBUS;;;TOULOUSE;31555;315550216025;3105550289A
GIRATOIRE DE PUNTIS;Giratoire de Puntis;PUNTIS;;;COLOMIERS;31149;311490000584;3101491046N
AV DES MIMOSAS;Avenue des Mimosas;MIMOSAS;;;TOULOUSE;31555;315554649620;3105555952F
ALL DES MESANGES;Allée des Mésanges;MESANGES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000116;3105060820R
IMP VICTOR BALTARD;Impasse Victor Baltard;BALTARD;;;TOULOUSE;31555;315550505660;3105558812P
CHE DU TIERS ETAT;Chemin du Tiers-État;ETAT;;;BEAUZELLE;31056;310560000108;310056
RUE DES CHARDONNERETS;Rue des Chardonnerets;CHARDONNERETS;;;QUINT;31445;314450000027;3104450090M
PL ANDRE ABBAL;Place André Abbal;ABBAL;;;TOULOUSE;31555;315558358010;3105550287Y
RUE VIRGILE;Rue Virgile;VIRGILE;;;BLAGNAC;31069;310690000429;3100691130C
CHE DU GRILLOU;Chemin du Grillou;GRILLOU;;;TOURNEFEUILLE;31557;315570000216;3105571960H
VA VA000074;Voie Anonyme Numéro 000074;;;;COLOMIERS;31149;31149A000074;
BD FIRMIN PONS;Boulevard Firmin Pons;PONS;;;BLAGNAC;31069;310690000337;3100690350E
IMP GASTON GENIN;Impasse Gaston Genin;GENIN;;;TOULOUSE;31555;315558356908;3105553770J
ALL DE LA MONTAGNE NOIRE;Allée de la Montagne Noire;NOIRE;;;COLOMIERS;31149;311490000317;3101490810G
RUE DE LA SELINE;Rue de la Séline;SELINE;;;FENOUILLET;31182;311820000098;3101820405Y
CHE DU BARROIS;Chemin du Barrois;BARROIS;;;COLOMIERS;31149;311490000049;3101490127P
IMP DE VIE VIEILLE;Impasse de Vie Vieille;VIEILLE;;;CUGNAUX;31157;311570000256;3101570729J
RUE JEAN NICOT;Rue Jean Nicot;NICOT;;;TOULOUSE;31555;315554940806;3105554620H
PAS DE LA PARITE;Passage de la Parité;PARITE;;;LAUNAGUET;31282;312820000086;3102820215G
IMP DU PIC D ANETO;Impasse du Pic d'Aneto;ANETO;;;CUGNAUX;31157;311570000010;3101570551R
IMP CHARLES PERRAULT;Impasse Charles Perrault;PERRAULT;;;AUCAMVILLE;31022;310220000124;3100220286P
IMP ALPHONSE DAUDET;Impasse Alphonse Daudet;DAUDET;;;VILLENEUVE-TOLOSANE;31588;315880000058;3105880014H
ALL DU FIGUIER;Allée du Figuier;FIGUIER;;;QUINT;31445;314450000134;3104450115P
RUE CUJAS;Rue Cujas;CUJAS;;;TOULOUSE;31555;315552086406;3105552428A
RUE AUGUSTE RODIN;Rue Auguste Rodin;RODIN;;;TOULOUSE;31555;315555968022;3105557556Z
AV DU MARECHAL FOCH;Avenue du Maréchal Foch;FOCH;;;TOULOUSE;31555;315554371238;3105555644W
RUE DE BRIANCON;Rue de Briançon;BRIANCON;;;TOULOUSE;31555;315551180843;3105551416A
CHE DU CHATEAU DE L HERS;Chemin du Château de l'Hers;HERS;;;TOULOUSE;31555;315551696002;3105551980N
RUE DES CHAMOIS;Rue des Chamois;CHAMOIS;;;CUGNAUX;31157;311570000066;3101570165W
RUE DU CHIOULA;Rue du Chioula;CHIOULA;;;UNION;31561;315610000076;3105610145T
RUE DU NIVERNAIS;Rue du Nivernais;NIVERNAIS;;;TOULOUSE;31555;315554966414;3105556296E
IMP DU LANGUEDOC;Impasse du Languedoc;LANGUEDOC;;;TOURNEFEUILLE;31557;315570000249;3105572330K
RUE SAINT MALO;Rue Saint Malo;MALO;;;TOULOUSE;31555;315556310434;3105557904C
PL NICOLAS BACHELIER;Place Nicolas Bachelier;BACHELIER;;;TOULOUSE;31555;315550467238;3105550764S
RUE DES JUMEAUX;Rue des Jumeaux;JUMEAUX;;;TOULOUSE;31555;315553686424;3105554844B
RUE EUGENE LOZES;Rue Eugène Lozes;LOZES;;;TOULOUSE;31555;315554214458;3105553144D
RUE DES GARDENIAS;Rue Des Gardénias;GARDENIAS;;;ST-JEAN;31488;314880000059;3104880260K
IMP FERNAND LEGER;Impasse Fernand Léger;LEGER;;;TOULOUSE;31555;315558362254;3105553269P
ALL DU LAVANDOU;Allée du Lavandou;LAVANDOU;;;COLOMIERS;31149;311490000245;3101490756Y
ALL D AVIGNON;Allée d'Avignon;AVIGNON;;;COLOMIERS;31149;311490000044;3101490114A
CHE DES CLOTASSES;Chemin des Clotasses;CLOTASSES;;;TOULOUSE;31555;315551827235;3105552152A
AV DU MIRAIL;Avenue du Mirail;MIRAIL;;;TOULOUSE;31555;315554668831;3105555974E
RPT FRANCOIS VILLON;Rond-point François Villon;VILLON;;;COLOMIERS;31149;311490000541;310149
IMP DU MARIN PECHEUR;Impasse du Marin Pêcheur;PECHEUR;;;UNION;31561;315610000203;3105610382A
RUE JEAN JACQUES ROUSSEAU;Rue Jean-jacques Rousseau;ROUSSEAU;;;ST-JEAN;31488;314880000034;3104880350H
PL PIERRE DE FERMAT;Place Pierre de Fermat;FERMAT;;;TOURNEFEUILLE;31557;315570000173;3105573045M
ROCADE ARC EN CIEL;Rocade Arc-en-Ciel;CIEL;;;COLOMIERS;31149;311490000018;310149
VA VA000023;Voie Anonyme Numéro 000023;;;;UNION;31561;31561A000023;
PAS DE LA BAROUSSE;Passage de la Barousse;BAROUSSE;;;COLOMIERS;31149;311490000580;3101490132V
PL DE LA REVOLUTION FRANCAISE;Place de la Révolution Française;FRANCAISE;;;BLAGNAC;31069;310690000175;3100691029T
RUE D AURIGNAC;Rue d'Aurignac;AURIGNAC;;;TOULOUSE;31555;315550384058;3105550676W
RUE CLAUDE DEBUSSY;Rue Claude Debussy;DEBUSSY;;;TOURNEFEUILLE;31557;315570000149;3105571340J
RUE DES CAPUCINES;Rue des Capucines;CAPUCINES;;;TOULOUSE;31555;315551427200;3105551680M
RUE DES CEDRES;Rue des Cèdres;CEDRES;;;BEAUZELLE;31056;310560000018;3100560023F
IMP DEGAS;Impasse Degas;DEGAS;;;ST-ALBAN;31467;314670000055;3104670102E
IMP DES ERABLES;Impasse des Érables;ERABLES;;;TOURNEFEUILLE;31557;315570000168;3105571610C
RUE JEAN CHATAIN;Rue Jean Chatain;CHATAIN;;;BLAGNAC;31069;310690000102;3100690519N
BD JEAN GAY;Boulevard Jean Gay;GAY;;;TOURNEFEUILLE;31557;315570000197;3105572198S
IMP JEAN THUILE;Impasse Jean Thuile;THUILE;;;TOULOUSE;31555;315558412307;3105554670M
CHE DE LA BUETTE;Chemin de la Buette;BUETTE;;;CORNEBARRIEU;31150;311500000029;3101500018S
RUE ETIENNE BILLIERES;Rue Étienne Billières;BILLIERES;;;FENOUILLET;31182;311820000012;3101820100S
RUE DU FINISTERE;Rue du Finistère;FINISTERE;;;TOULOUSE;31555;315552809642;3105553312L
ALL DE LA TURBIE;Allée de la Turbie;TURBIE;;;COLOMIERS;31149;311490000457;3101491305V
RUE DES BUIS;Rue des Buis;BUIS;;;TOURNEFEUILLE;31557;315570000076;3105571010A
RUE DE LA LOZERE;Rue de la Lozère;LOZERE;;;TOULOUSE;31555;315554211224;3105555428L
RUE DE BAYEUX;Rue de Bayeux;BAYEUX;;;TOULOUSE;31555;315558395218;3105550925S
RUE OLYMPE DE GOUGES;Rue Olympe de Gouges;GOUGES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000222;3105060909M
AV DIDIER DAURAT PROLONGEE;Avenue Didier Daurat prolongée;PROLONGEE;;;TOULOUSE;31555;315558394412;3105552649R
RUE DU PUY DE DOME;Rue du Puy de Dome;DOME;;;TOULOUSE;31555;315555657635;3105557200M
RUE JEAN MOULIN;Rue Jean Moulin;MOULIN;;;LAUNAGUET;31282;312820000079;3102820157U
RUE ROBERT SCHUMAN;Rue Robert Schuman;SCHUMAN;;;BALMA;31044;310440000258;3100440767S
RUE DE NIMES;Rue de Nîmes;NIMES;;;TOULOUSE;31555;315554956844;3105556284S
CHE DE BUFFEBIAU;Chemin de Buffebiau;BUFFEBIAU;;;CASTELGINEST;31116;311160000030;3101160180R
CHE DU GRAND PORT DE MER;Chemin du Grand Port de Mer;MER;;;QUINT;31445;314450000069;3104450152E
CHE DE POUVOURVILLE;Chemin de Pouvourville;POUVOURVILLE;;;TOULOUSE;31555;315555548847;3105557072Y
RUE BELLEGARDE;Rue Bellegarde;BELLEGARDE;;;TOULOUSE;31555;315550742447;3105551012L
IMP DES HETRES;Impasse des Hêtres;HETRES;;;BLAGNAC;31069;310690000210;3100690475R
RUE DE LA GARENNE;Rue De La Garenne;GARENNE;;;GRATENTOUR;31230;312300000043;3102300100H
RUE DE KOUROU;Rue de Kourou;KOUROU;;;UNION;31561;315610000136;3105610318F
RTE DE REVEL;Route de Revel;REVEL;;;TOULOUSE;31555;315555862407;3105557448G
RUE DES MICOCOULIERS;Rue des Micocouliers;MICOCOULIERS;;;AUSSONNE;31032;310320000071;310032A046E
RUE DU CHATEAU;Rue du Château;CHATEAU;;;SAINT-JORY;31490;314900000036;3104900026X
RUE DE FOIX;Rue de Foix;FOIX;;;TOULOUSE;31555;315552854400;3105553356J
RTE DE GAURE;Route de Gauré;GAURE;;;DREMIL-LAFAGE;31163;311630000088;3101630142V
