libelle;libelle_complet;commune;code_insee;sti;rivoli;
CHE DE GAGNAC;Chemin De Gagnac;SAINT-JORY;31490;314900000077;3104900064N;
RUE DES BEGONIAS;Rue des Bégonias;TOULOUSE;31555;315550710432;3105550976X;
PAS DE LA BARBACANNE;Passage De La Barbacanne;MONS;31355;313550000020;3103550300G;
AV SAINT MARTIN DE BOVILLE;Avenue Saint-Martin de Boville;BALMA;31044;310440000050;3100440815U;
IMP DU RECTEUR DRESCH;Impasse du Recteur Dresch;TOULOUSE;31555;315558362805;3105557347X;
PL CHARLES BIMES;Place Charles Bimes;TOULOUSE;31555;315558419928;3105551918W;
IMP DU MONT AIGOUAL;Impasse du Mont l'Aigoual;UNION;31561;315610000005;3105610467T;
IMP CLEMENT ADER;Impasse Clément Ader;ST-JEAN;31488;314880000105;3104880173R;
ALL VICTOR HUGO;Allée Victor Hugo;MONTRABE;31389;313890000080;3103890410D;
IMP GINESTET;Impasse Ginestet;BLAGNAC;31069;310690000193;3100690434W;
RUE DES ROSSIGNOLS;Rue des Rossignols;BEAUZELLE;31056;310560000097;3100560147R;
CHE DES ECOLIERS;Chemin des Ecoliers;SEILH;31541;315410000076;3105410054F;
IMP DE L AUBEPINE;Impasse de l'Aubépine;TOURNEFEUILLE;31557;315570000028;3105570751U;
CHE DE MONTAURIOL;Chemin de Montauriol;MONS;31355;313550000061;310355;
RUE DES MIMOSAS;Rue des Mimosas;TOURNEFEUILLE;31557;315570000296;3105572730V;
RUE MOTO VIDAL;Rue Moto Vidal;TOULOUSE;31555;315554803227;3105556112E;
RUE DE BEARN;Rue de Béarn;QUINT;31445;314450000010;3104450050U;
RUE DE LA GIRONDE;Rue de la Gironde;TOULOUSE;31555;315553216013;3105553908J;
RTE DE BESSIERES;Route de Bessières;FONBEAUZARD;31186;311860000005;3101860015G;
AV D ATLANTA;Avenue d'Atlanta;TOULOUSE;31555;315558363611;3105550594G;
AV DE LA FORET;Avenue de la Forêt;PIBRAC;31417;314170000088;3104170122U;
AV PIERRE COUPEAU;Avenue Pierre Coupeau;BALMA;31044;310440000083;3100440650P;
RUE DU MIDI;Rue du Midi;BEAUZELLE;31056;310560000068;3100560091E;
BD DE LA MARQUETTE;Boulevard de la Marquette;TOULOUSE;31555;315554435207;3105555716Z;
RUE EDMOND DE GONCOURT;Rue Edmond de Goncourt;TOULOUSE;31555;315553251201;3105552876M;
RUE LAFAURIE;Rue Lafaurie;TOULOUSE;31555;315553763258;3105554916E;
RUE DE GASCOGNE;Rue de Gascogne;VILLENEUVE-TOLOSANE;31588;315880000077;3105880445B;
CHEM LOUIS JOUVET;Cheminement Louis Jouvet;TOULOUSE;31555;315558350501;3105555382L;
RUE MARECHAL LANNES;Rue Maréchal Lannes;PIBRAC;31417;314170000104;3104170268C;
RUE DES BERMUDES;Rue Des Bermudes;ST-JEAN;31488;314880000146;3104880065Y;
IMP DES LILAS;Impasse Des Lilas;BRUGUIERES;31091;310910000065;3100910135A;
RUE ALEXANDRE DUMEGE;Rue Dumège;TOULOUSE;31555;315552451253;3105552812T;
RUE DES ROMARINS;Rue Des Romarins;LESPINASSE;31293;312930000033;3102930180W;
CHE DE RAUDELAUZETTE;Chemin de Raudelauzette;FONBEAUZARD;31186;311860000046;3101860110K;
RUE DE LORRAINE;Rue de Lorraine;BALMA;31044;310440000155;3100440560S;
IMP DE LA PERDRIX;Impasse de la Perdrix;UNION;31561;315610000207;3105610537U;
RUE PIERRE LAPLACE;Rue Pierre Laplace;TOULOUSE;31555;315553872046;3105556892C;
RUE MOLIERE;Rue Molière;CORNEBARRIEU;31150;311500000085;310150;
BD DE LA MARNE;Boulevard de la Marne;TOULOUSE;31555;315554422403;3105555708R;
RUE DES PEUPLIERS;Rue Des Peupliers;GRATENTOUR;31230;312300000048;3102300237G;
RPT DE LA RESISTANCE;Rond-point De La Résistance;ST-JEAN;31488;314880000142;310488;
IMP JACQUES PIOU;Impasse Jacques Piou;TOULOUSE;31555;315558388821;3105554426X;
RUE ERNEST RENAN;Rue Ernest Renan;TOULOUSE;31555;315555833626;3105553044V;
RUE JACQUES CARTIER;Rue Jacques Cartier;TOULOUSE;31555;315551472019;3105554396P;
IMP D OSSAU;Impasse d'Ossau;TOULOUSE;31555;315558364519;3105556429Z;
RUE DU CDT L HERMINIER;Rue du Commandant l'Herminier;TOULOUSE;31555;315558438731;3105552239V;
CHE DE LA TUILERIE;Chemin de la Tuilerie;MONDONVILLE;31351;313510000081;3103510043V;
LOT DU DOMAINE DE L ORMEAU;Lotissement du Domaine de l'Ormeau;AUSSONNE;31032;310320000126;310032A048G;
IMP DE LA SICILE;Impasse de la Sicile;TOULOUSE;31555;315556624055;3105558247A;
RUE ESCADRILLE NORMANDIE NIEMEN;Rue de l'Escadrille Normandie Niémen;CUGNAUX;31157;311570000172;3101570507T;
RUE DES VANNIERS;Rue des Vanniers;VILLENEUVE-TOLOSANE;31588;315880000182;3105880875U;
ALL ELISE DEROCHE;Allée Elise Deroche;TOULOUSE;31555;315559000200;3105552939F;
RUE ANDRE MAUROIS;Rue André Maurois;TOULOUSE;31555;315559000239;3105550333Y;
RUE CLEMENT MAROT;Rue Clément Marot;TOULOUSE;31555;315554428810;3105552148W;
RPT DE LAGARDE;Rond-Point de Lagarde;BALMA;31044;310440000138;310044;
IMP RAYMOND SABARICH;Impasse Raymond Sabarich;TOULOUSE;31555;315558419622;3105557318R;
PONT BELLONTE;Pont Bellonte;BLAGNAC;31069;310690000044;310069X003L;
RUE DES MUREX;Rue des Murex;ST-ORENS-DE-GAMEVILLE;31506;315060000126;3105060887N;
RUE DU SOLEIL D OR;Rue du Soleil d'Or;BALMA;31044;310440000193;3100440832M;
IMP DE LA GARENNE;Impasse de la Garenne;TOURNEFEUILLE;31557;315570000189;3105571782P;
IMP DU PETIT SENDE;Impasse du Petit Sendé;VILLENEUVE-TOLOSANE;31588;315880000172;3105880670W;
RUE DES FRERES LUMIERE;Rue des Frères Lumière;BALMA;31044;310440000160;3100440369J;
RUE GEORGES VIVENT;Rue Georges Vivent;TOULOUSE;31555;315558370314;3105553866N;
RUE DES ERABLES;Rue des Érables;ST-ALBAN;31467;314670000060;3104670125E;
AUTOROUTE A62;Autoroute A62;TOULOUSE;31555;315559000062;310555X086N;
RUE DE LA TRINITE;Rue de la Trinité;TOULOUSE;31555;315556956836;3105558580M;
PL SAINT JULIEN;Place Saint Julien;TOULOUSE;31555;315556275246;3105557864J;
RUE ANDRE MESSAGER;Rue André Messager;TOURNEFEUILLE;31557;315570000293;3105570640Y;
RUE ANTOINE DE SAINT EXUPERY;Rue Antoine de Saint-Exupéry;FENOUILLET;31182;311820000094;3101820013X;
RUE LEO FERRE;Rue Léo Ferré;CUGNAUX;31157;311570000095;3101570405G;
RUE DE BORDE VIEILLE;Rue de Borde Vieille;BRAX;31088;310880000057;310088B004C;
RUE COLUCHE;Rue Coluche;BALMA;31044;310440000077;3100440294C;
RUE LALOUBERE;Rue Laloubère;TOULOUSE;31555;315553814423;3105554968L;
IMP DU GENERAL DARRICAU;Impasse du Général Darricau;TOULOUSE;31555;315558378333;3105553815H;
ALL DU LAVANDIN;Allée du Lavandin;COLOMIERS;31149;311490000244;3101490749R;
RUE DES IRIS;Rue des Iris;BEAUZELLE;31056;310560000050;3100560068E;
ALL DE LA CHARTREUSE;Allée de la Chartreuse;COLOMIERS;31149;311490000113;3101490335R;
IMP JEAN GABIN;Impasse Jean Gabin;BLAGNAC;31069;310690000177;3100690524U;
RUE DE LA DESIRADE;Rue de la Désirade;ST-ORENS-DE-GAMEVILLE;31506;315060000060;3105060617V;
ALL HENRI DE TOULOUSE LAUTREC;Allée Henri de Toulouse-Lautrec;COLOMIERS;31149;311490000449;3101490725P;
RUE DE LA TRAMONTANE;Rue de la Tramontane;BEAUZELLE;31056;310560000111;3100560164J;
BD DE L EUROPE;Boulevard de l'Europe;BEAUZELLE;31056;310560000036;3100560040Z;
RUE DE L ARMAGNAC;Rue de l'Armagnac;MONDONVILLE;31351;313510000005;3103510001Z;
CITE DU 2 MAI 1944;Cité du 2 Mai 1944;TOULOUSE;31555;315551779243;310555A048H;
RUE DE LA TOUR;Rue de la Tour;TOULOUSE;31555;315558347430;3105558523A;
RUE BRASCASSAT;Rue Brascassat;TOULOUSE;31555;315551158459;3105551400H;
RUE SAINT ROCH;Rue Saint Roch;TOULOUSE;31555;315556384136;3105557968X;
RUE JULES CLARETIE;Rue Jules Claretie;TOULOUSE;31555;315551804800;3105554796Z;
ALL DU GENEVOIS;Allée du Genevois;COLOMIERS;31149;311490000203;3101490697J;
AV JEAN CHAUBET;Avenue Jean Chaubet;TOULOUSE;31555;315551702409;3105554540W;
RUE JULES TELLIER;Rue Jules Tellier;TOULOUSE;31555;315556806453;3105554828J;
RUE DES PLANTIERS;Rue des Plantiers;CASTELGINEST;31116;311160000153;3101160860E;
RUE DE L ETOILE;Rue de l'Etoile;TOULOUSE;31555;315552665605;3105553128L;
RUE PAUL CEZANNE;Rue Paul Cézanne;BALMA;31044;310440000290;3100440628R;
RUE DE LA COLOMBETTE;Rue de la Colombette;TOULOUSE;31555;315551862423;3105552192U;
RUE DE L ESPERANCE;Rue de l'Espérance;TOULOUSE;31555;315552630417;3105553072A;
CHE BEL HORIZON;Chemin Bel Horizon;COLOMIERS;31149;311490000224;3101490180X;
VA VA000073;Voie Anonyme Numéro 000073;UNION;31561;31561A000073;;
RUE VERLAINE;Rue Verlaine;BLAGNAC;31069;310690000420;3100691080Y;
PL DES SPORTS;Place des Sports;BLAGNAC;31069;310690000447;3100691034Y;
AV DES AEROSTIERS;Avenue des Aérostiers;BALMA;31044;310440000008;3100440012W;
IMP PIERRE DE COUBERTIN;Impasse Pierre De Coubertin;BRUGUIERES;31091;310910000009;3100910179Y;
RUE LOUIS ARAGON;Rue Louis Aragon;LAUNAGUET;31282;312820000006;3102820166D;
RUE SAINTE GENEVIEVE;Rue Sainte Geneviève;TOULOUSE;31555;315556208043;3105558032S;
ALL DU PR CAMILLE SOULA;Allée du Professeur Camille Soula;TOULOUSE;31555;315556668823;3105557144B;
PAS DU SEGALA;Passage du Segala;COLOMIERS;31149;311490000439;3101491165T;
RUE JEAN JAURES;Rue Jean Jaurès;LAUNAGUET;31282;312820000060;3102820153P;
CHE DE VILLENOUVELLE;Chemin de Villenouvelle;TOULOUSE;31555;315557270457;3105558896F;
RUE DE BIGORRE;Rue de Bigorre;TOULOUSE;31555;315550880016;3105551164B;
IMP FREDERIC MISTRAL;Impasse Frédéric Mistral;BLAGNAC;31069;310690000261;3100690392A;
RPT PIERRE GUILLAUMAT;Rond-point Pierre Guillaumat;TOULOUSE;31555;315558452341;3105556890A;
RUE DES PEUPLIERS;Rue Des Peupliers;DREMIL-LAFAGE;31163;311630000033;3101630264C;
RUE MIRABEAU;Rue Mirabeau;TOULOUSE;31555;315554662424;3105555968Y;
VA VA008150;Voie Anonyme Numéro 008150;TOULOUSE;31555;31555A008150;310555;
ALL DU DAUPHINE;Allée du Dauphiné;COLOMIERS;31149;311490000147;3101490439D;
RUE DES BATTANTS;Rue des Battants;ST-ALBAN;31467;314670000020;3104670071W;
IMP DES FLEURS;Impasse des Fleurs;CUGNAUX;31157;311570000096;3101570285B;
RUE DES PYRENEES;Rue des Pyrénées;AUSSONNE;31032;310320000099;3100320166R;
CHE DE L AVENIR;Chemin De L'avenir;LESPINASSE;31293;312930000020;3102930010L;
IMP FETUQUE;Impasse Fétuque;CASTELGINEST;31116;311160000073;3101160400E;
PAS DES ACACIAS;Passage des Acacias;ST-JEAN;31488;314880000194;3104880010N;
IMP DES BISETS;Impasse des Bisets;BLAGNAC;31069;310690000053;3100690129P;
IMP LEONCE COUTURE;Impasse Léonce Couture;TOULOUSE;31555;315558418306;3105555178P;
BD ARMAND DUPORTAL;Boulevard Armand Duportal;TOULOUSE;31555;315552480034;3105550492W;
RUE CAUSSADE;Rue Caussade;TOULOUSE;31555;315551529652;3105551788E;
RUE PASTEUR;Rue Pasteur;CASTELGINEST;31116;311160000141;3101160620U;
RESIDENCE LES JARDINS DE GASCOGNE;Résidence Les Jardins de Gascogne;MONDONVILLE;31351;313510000088;310351;
IMP DE LA PEYRETTE;Impasse de la Peyrette;TOURNEFEUILLE;31557;315570000359;3105573010Z;
SQ JEAN CURAT;Square Jean Curat;PIBRAC;31417;314170000199;3104170407D;
IMP ODILE;Impasse Odile;FENOUILLET;31182;311820000068;3101820264V;
RUE VICENTE LOPEZ TOVAR;Rue Vicente Lopez-Tovar;TOULOUSE;31555;315559000176;3105558809L;
RPT MERCURE;Rond-point Mercure;COLOMIERS;31149;311490000562;310149;
CHE GUILLAUME COMMINAL;Chemin Guillaume Comminal;FONBEAUZARD;31186;311860000064;P31186;
RUE FRANCOISE DOLTO;Rue Françoise Dolto;TOULOUSE;31555;315559000214;3105553541K;
IMP CHANTAREL;Impasse Chantarel;MONDONVILLE;31351;313510000020;3103510008G;
AV ANGLA;Avenue Angla;TOULOUSE;31555;315550176052;3105550348P;
RUE DE LA BALANCE;Rue de la Balance;TOULOUSE;31555;315550489622;3105550788T;
AV DE LARRIEU;Avenue de Larrieu;TOULOUSE;31555;315553913641;3105555060L;
CHE DE FLOU DE RIOUS;Chemin de Flou de Rious;TOULOUSE;31555;315552848054;3105553352E;
RUE DES SATELLITES;Rue des Satellites;TOULOUSE;31555;315558403441;3105558161G;
RUE FRANCOIS MAGENDIE;Rue François Magendie;TOULOUSE;31555;315554268857;3105553526U;
RUE DE LA GRAVETTE;Rue de la Gravette;GAGNAC-SUR-GARONNE;31205;312050000031;3102050100S;
AV DU GENERAL DE MONSABERT;Avenue du Général de Monsabert;TOURNEFEUILLE;31557;315570000301;310557;
AV DU LANGUEDOC;Avenue du Languedoc;BRUGUIERES;31091;310910000027;3100910127S;
CHE DE BOUCONNE;Chemin de Bouconne;MONDONVILLE;31351;313510000091;3103510050C;
RUE DES PALMIERS;Rue des Palmiers;UNION;31561;315610000197;3105610525F;
RUE DE SAINTONGE;Rue de Saintonge;BALMA;31044;310440000255;3100440820Z;
RUE DES TULIPES;Rue des Tulipes;TOULOUSE;31555;315557001655;3105558632U;
IMP AZAIS;Impasse Azais;AUCAMVILLE;31022;310220000020;3100220038V;
LOT LE CLOS DU MOULIN;Lotissement Le Clos du Moulin;GAGNAC-SUR-GARONNE;31205;312050000057;310205A013S;
RUE JACQUES PREVERT;Rue Jacques Prévert;MONTRABE;31389;313890000012;3103890200A;
RUE GASTON CAILLAVET;Rue Gaston Caillavet;TOULOUSE;31555;315551292804;3105553768G;
RUE DU LANGUEDOC;Rue du Languedoc;CUGNAUX;31157;311570000131;3101570380E;
RUE DU HUIT MAI 1945;Rue du Huit Mai 1945;CORNEBARRIEU;31150;311500000002;3101500201R;
RUE SAINT REMY DE PROVENCE;Rue Saint-Rémy de Provence;ST-ALBAN;31467;314670000111;3104670426G;
RUE DES SAPINS;Rue des Sapins;TOULOUSE;31555;315556489659;3105558148T;
RUE LEON JOUHAUX;Rue Léon Jouhaux;TOULOUSE;31555;315553664040;3105555156R;
CHE DE LA PLAGE;Chemin de la Plage;TOULOUSE;31555;315555424011;3105556944J;
IMP DE PERRUQUET;Impasse De Perruquet;SAINT-JORY;31490;314900000046;3104900152J;
VA VA000037;Voie Anonyme Numéro 000037;ST-ALBAN;31467;31467A000037;;
BD DE RATALENS;Boulevard de Ratalens;UNION;31561;315610000301;310561;
RUE PIERRE BENOIT;Rue Pierre Benoit;TOULOUSE;31555;315558357306;3105556862V;
RUE TARISSAN;Rue Tarissan;TOULOUSE;31555;315556780845;3105558396M;
RUE DES TILLEULS;Rue Des Tilleuls;GRATENTOUR;31230;312300000026;3102300300A;
RUE CAROLINE AIGLE;Rue Caroline Aigle;QUINT;31445;314450000141;3104450057B;
RPT AUGUSTIN LABOUILHE;Rond-Point Augustin Labouilhe;ST-ORENS-DE-GAMEVILLE;31506;315060000227;P31506;
CHE DE LA SALVETAT;Chemin de la Salvetat;COLOMIERS;31149;311490000414;3101491120U;
RUE DES CAOUECS;Rue des Caouecs;BLAGNAC;31069;310690000088;3100690161Z;
IMP AUGUSTE GUENOT;Impasse Auguste Guenot;TOULOUSE;31555;315553356826;3105550650T;
RUE DU FLAMANT ROSE;Rue du Flamant Rose;UNION;31561;315610000242;3105610233N;
RUE DE LANGUEDOC;Rue de Languedoc;PIBRAC;31417;314170000103;3104170240X;
IMP DE RASEYRE;Impasse de Raseyre;TOULOUSE;31555;315558397034;3105557283C;
RUE JOSEPH LAKANAL;Rue Joseph Lakanal;TOULOUSE;31555;315553808016;3105554960C;
RUE DE LA DIGUE;Rue de la Digue;BEAUZELLE;31056;310560000030;310056;
CHE DU CHANDELIER;Chemin du Chandelier;TOURNEFEUILLE;31557;315570000108;3105571210T;
IMP DE GAMEVILLE;Impasse de Gameville;TOULOUSE;31555;315558454300;3105553699G;
RUE DE L ASTE;Rue de l'Aste;CASTELGINEST;31116;311160000007;3101160051A;
RUE DU GRAND DUC;Rue du Grand Duc;UNION;31561;315610000090;3105610268B;
RUE DES PORCELAINES;Rue des Porcelaines;ST-ORENS-DE-GAMEVILLE;31506;315060000158;3105061017E;
CHE DE LA PEYRETTE;Chemin de la Peyrette;TOURNEFEUILLE;31557;315570000358;3105573000N;
IMP JOLIOT CURIE;Impasse Joliot Curie;ST-ALBAN;31467;314670000050;3104670219G;
LOT LES BIGNOTINES;Lotissement Les Bignotines;AUSSONNE;31032;310320000128;310032;
IMP MARTY;Impasse Marty;TOULOUSE;31555;315554457652;3105555740A;
RUE DES GENETS;Rue des Genêts;CASTELGINEST;31116;311160000085;3101160470F;
IMP ARSENE VERMENOUZE;Impasse Arsène Vermenouze;TOULOUSE;31555;315558381608;3105550538W;
RUE JEAN MICOUD;Rue Jean Micoud;TOULOUSE;31555;315554630409;3105554612Z;
SQ DE L AQUILON;Square de l'Aquilon;CORNEBARRIEU;31150;311500000176;3101500047Y;
PL DE LA CHAMPAGNE;Place de la Champagne;COLOMIERS;31149;311490000111;3101490332M;
IMP DES PEUPLIERS;Impasse des Peupliers;TOULOUSE;31555;315558364723;3105556799B;
RUE DE LA MARCAISSONNE;Rue de la Marcaissonne;ST-ORENS-DE-GAMEVILLE;31506;315060000108;3105060790H;
IMP DU GRAND SOLEIL;Impasse du Grand Soleil;QUINT;31445;314450000114;3104450154G;
CHE D ISATIS;Chemin d'Isatis;AIGREFEUILLE;31003;310030000031;3100030035Z;
AV DE FONDEYRE;Avenue de Fondeyre;TOULOUSE;31555;315552864031;3105553368X;
AV DES MAROTS;Avenue des Marots;COLOMIERS;31149;311490000277;3101490788H;
IMP DES EGLANTINES;Impasse Des Eglantines;BRUGUIERES;31091;310910000093;3100910062W;
RUE VILLE D AVRAY;Rue Ville d'Avray;TOULOUSE;31555;315557257653;3105558880N;
AV D ANDROMEDE;Avenue d'Andromède;BLAGNAC;31069;310690000015;3100690031H;
RUE EDOUARD BRANLY;Rue Édouard Branly;CASTELGINEST;31116;311160000028;3101160355F;
RUE THEODORE MONOD;Rue Théodore Monod;VILLENEUVE-TOLOSANE;31588;315880000118;3105880585D;
IMP BARTHERE;Impasse Barthère;TOULOUSE;31555;315550585606;3105550884X;
VA VA000024;Voie Anonyme Numéro 000024;BALMA;31044;31044A000024;;
CHE COMMUN 301 DE LASSERRE A TOULOUSE;Chemin Communal 301 de Lasserre à Toulouse;PIBRAC;31417;314170000175;310417;
CHE DE LA BELLE HOTESSE;Chemin de la Belle-Hôtesse;UNION;31561;315610000039;3105610065F;
IMP TEYNIER;Impasse Teynier;TOULOUSE;31555;315558339309;3105558449V;
RUE DES HIRONDELLES;Rue des Hirondelles;CUGNAUX;31157;311570000117;3101570372W;
CHE DE LA PLANETTE;Chemin de La Planette;MONS;31355;313550000012;310355;
IMP DU SOLEIL;Impasse Du Soleil;BRUGUIERES;31091;310910000039;3100910205B;
RUE DU JADE;Rue du Jade;ST-ORENS-DE-GAMEVILLE;31506;315060000089;3105060710W;
CHE DU CANAL;Chemin du Canal;TOULOUSE;31555;315551366404;3105551600A;
CHE DE SAINTE MARIE;Chemin de Sainte Marie;BRUGUIERES;31091;310910000144;310091;
PL FLANDRES DUNKERQUE 1940;Place Flandres Dunkerque 1940;FENOUILLET;31182;311820000118;P31182;
RPT DE LA GARE;Rond-point de la Gare;CORNEBARRIEU;31150;311500000156;310150;
IMP DES HIRONDELLES;Impasse des Hirondelles;VILLENEUVE-TOLOSANE;31588;315880000087;3105880500L;
AV DE GASCOGNE;Avenue de Gascogne;PIBRAC;31417;314170000093;3104170145U;
IMP DES TOURTERELLES;Impasse des Tourterelles;TOULOUSE;31555;315559000024;3105558539T;
PL DU DIX NEUF MARS 1962;Place du Dix-Neuf Mars 1962;GAGNAC-SUR-GARONNE;31205;312050000001;310205;
PL DE LA POSTE;Place de la Poste;ST-ORENS-DE-GAMEVILLE;31506;315060000159;3105061020H;
AUTOROUTE A62;Autoroute A62;ST-ALBAN;31467;314670000003;310467;
RUE DE LA SEILLONNE;Rue de la Seillonne;MONS;31355;313550000053;3103550038X;
CHE DES MONGES;Chemin Des Monges;LESPINASSE;31293;312930000057;3102930124K;
RUE CHARLES STRICKLER;Rue Charles Strickler;TOULOUSE;31555;315558403747;3105551954K;
RUE FABIAN;Rue Fabian;TOULOUSE;31555;315552691213;3105553172J;
RTE DE TOULOUSE;Route de Toulouse;SEILH;31541;315410000066;3105410130N;
RUE JEAN LOUIS SOULA;Rue Jean-louis Soula;ST-JEAN;31488;314880000001;3104880361V;
RUE DE LA JEUNESSE;Rue de la Jeunesse;TOULOUSE;31555;315553625628;3105554692L;
RUE DE GRIFFOULET;Rue de Griffoulet;TOULOUSE;31555;315553340849;3105554024K;
CHE DE PERRUQUET;Chemin De Perruquet;SAINT-JORY;31490;314900000095;3104900151H;
IMP COLUCHE;Impasse Coluche;LAUNAGUET;31282;312820000127;3102820066V;
RUE PANEBOEUF;Rue Paneboeuf;TOULOUSE;31555;315555142405;3105556488N;
RUE SAINT JEAN;Rue Saint-Jean;BALMA;31044;310440000249;3100440810N;
RUE DES TROIS CANELLES;Rue des Trois Canelles;TOULOUSE;31555;315556972813;3105558596E;
RUE DE CONSTANTINE;Rue de Constantine;TOULOUSE;31555;315558421234;3105552274H;
RUE DU COLONEL POINTURIER;Rue du Colonel Pointurier;TOULOUSE;31555;315551872054;3105552200C;
RUE SAINTE MELANIE;Rue Sainte Mélanie;TOULOUSE;31555;315556329645;3105558056T;
PL DE LA REPUBLIQUE;Place de la République;GAGNAC-SUR-GARONNE;31205;312050000045;3102050173W;
RUE MONTPLAISIR;Rue Montplaisir;BLAGNAC;31069;310690000267;3100690700K;
RUE DES BLEUETS;Rue des Bleuets;TOULOUSE;31555;315550953626;3105551216H;
RPT LOUIS VICTORIN CASSAGNE;Rond-point Louis-Victorin Cassagne;TOULOUSE;31555;315559000074;3105555407N;
ALL DES CHENES VERTS;Allée des Chênes Verts;CASTELGINEST;31116;311160000190;3101160270N;
PAS RIVALES;Passage Rivales;QUINT;31445;314450000107;3104450373V;
CHE DE PERILLOU;Chemin De Perillou;DREMIL-LAFAGE;31163;311630000007;3101630259X;
IMP DU MOUSSARD;Impasse du Moussard;FLOURENS;31184;311840000088;3101840284H;
CLOS DES BLEUETS;Clos des Bleuets;TOURNEFEUILLE;31557;315570000058;3105570900F;
CLOS JOLIOT CURIE;Clos Joliot Curie;TOURNEFEUILLE;31557;315570000143;3105572280F;
ALL DU DOUBLE CHENE;Allée Du Double Chêne;MONTRABE;31389;313890000055;3103890090F;
RUE JACQUELINE AURIOL;Rue Jacqueline Auriol;BRAX;31088;310880000071;3100880109K;
CHE DES FONTAINES;Chemin des Fontaines;QUINT;31445;314450000037;3104450163S;
RUE DU HUIT MAI 1945;Rue du Huit Mai 1945;CASTELGINEST;31116;311160000001;3101160525R;
RUE DES CHENES;Rue des Chênes;BLAGNAC;31069;310690000104;3100690190F;
VA VA000127;Voie Anonyme Numéro 000127;BALMA;31044;31044A000127;;
IMP DU LIMOUSIN;Impasse du Limousin;VILLENEUVE-TOLOSANE;31588;315880000103;3105880526P;
RUE DES FAISANS;Rue des Faisans;ST-ALBAN;31467;314670000061;3104670130K;
AV DES MILLIERES;Avenue Des Millières;DREMIL-LAFAGE;31163;311630000031;3101630213X;
CHE DE LA GRAVETTE;Chemin de la Gravette;MONDONVILLE;31351;313510000034;3103510020V;
RUE DE VERDUN;Rue de Verdun;TOURNEFEUILLE;31557;315570000448;3105573560X;
RUE EUTROPE CHAUMETON;Rue Eutrope Chaumeton;CASTELGINEST;31116;311160000046;3101160385N;
IMP MARIUS BASTIE;Impasse Marius Bastié;ST-JEAN;31488;314880000062;3104880446M;
RUE DU NEOUVIELLE;Rue du Néouvielle;BEAUZELLE;31056;310560000073;3100560107X;
CLOS DES JONCS;Clos des Joncs;TOURNEFEUILLE;31557;315570000242;3105572290S;
RUE DU DR JEAN PIQUEPE;Rue du Docteur Jean Piquepé;TOULOUSE;31555;315552358442;3105552703Z;
IMP JEAN JACQUES ROUSSEAU;Impasse Jean-Jacques Rousseau;VILLENEUVE-TOLOSANE;31588;315880000164;3105880508V;
RUE DES ARCHIVES;Rue des Archives;TOULOUSE;31555;315558431314;3105550425Y;
IMP L. PUEYO;Impasse L. Pueyo;BLAGNAC;31069;310690000348;3100690639U;
RUE DES VIOLETTES;Rue des Violettes;FONBEAUZARD;31186;311860000060;3101860160P;
AV DES JASMINS;Avenue des Jasmins;ST-ALBAN;31467;314670000073;3104670193D;
CHE DU ROUSSIMORT;Chemin du Roussimort;VILLENEUVE-TOLOSANE;31588;315880000166;3105880800M;
RUE FIGNAC;Rue Fignac;LAUNAGUET;31282;312820000052;3102820130P;
ALL DU QUERCY;Allée du Quercy;TOULOUSE;31555;315555676846;3105557224N;
PL DES CHEVREFEUILLES;Place des Chèvrefeuilles;AUCAMVILLE;31022;310220000048;3100220104S;
IMP CANTEGRIL;Impasse Cantegril;AUCAMVILLE;31022;310220000037;3100220082T;
RUE DES SOURCES;Rue des Sources;PIBRAC;31417;314170000169;3104170420T;
VA VA000010;Voie Anonyme Numéro 000010;CASTELGINEST;31116;31116A000010;;
CHE DE LIMAYRAC;Chemin de Limayrac;TOULOUSE;31555;315554124820;3105555268M;
RUE JACQUES DARRE;Rue Jacques Darre;TOULOUSE;31555;315552156843;3105554400U;
CHE GOUTILLOS;Chemin Goutillos;AUSSONNE;31032;310320000048;3100320068J;
RUE DES COLOMBES;Rue des Colombes;BLAGNAC;31069;310690000110;3100690199R;
RUE DES CHALETS;Rue des Chalets;TOULOUSE;31555;315551603252;3105551852Z;
RUE LOUIS CELESTIN;Rue Louis Celestin;TOULOUSE;31555;315559000171;3105555369X;
RUE SYLVAIN DAURIAC;Rue Sylvain Dauriac;TOULOUSE;31555;315552171259;3105558349L;
ALL DES CAUSSES;Allée des Causses;TOULOUSE;31555;315551532825;3105551792J;
